system:index,date,lat,lon,station,.geo
20190104T082850_20190104T091247_6,2019-01-04,24.81,66.99,Landhi,"{""type"":""Point"",""coordinates"":[66.99,24.81]}"
20190104T082850_20190104T091247_7,2019-01-04,24.92,67.05,Federal_B_Area,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20190105T080850_20190105T085411_0,2019-01-05,24.9056,67.0822,Gulshan-e-Iqbal,"{""type"":""Point"",""coordinates"":[67.0822,24.905600000000003]}"
20190105T080850_20190105T085411_1,2019-01-05,24.856,67.01,Saddar,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20190105T080850_20190105T085411_2,2019-01-05,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190105T080850_20190105T085411_3,2019-01-05,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20190105T080850_20190105T085411_4,2019-01-05,24.98,67.12,North_Nazimabad,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
20190105T080850_20190105T085411_5,2019-01-05,24.89,67.13,Gulistan_Jauhar,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
20190105T080850_20190105T085411_6,2019-01-05,24.81,66.99,Landhi,"{""type"":""Point"",""coordinates"":[66.99,24.81]}"
20190105T080850_20190105T085411_7,2019-01-05,24.92,67.05,Federal_B_Area,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20190106T074850_20190106T083507_0,2019-01-06,24.9056,67.0822,Gulshan-e-Iqbal,"{""type"":""Point"",""coordinates"":[67.0822,24.905600000000003]}"
20190106T074850_20190106T083507_1,2019-01-06,24.856,67.01,Saddar,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20190106T074850_20190106T083507_2,2019-01-06,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190106T074850_20190106T083507_3,2019-01-06,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20190106T074850_20190106T083507_4,2019-01-06,24.98,67.12,North_Nazimabad,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
20190106T074850_20190106T083507_5,2019-01-06,24.89,67.13,Gulistan_Jauhar,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
20190106T074850_20190106T083507_6,2019-01-06,24.81,66.99,Landhi,"{""type"":""Point"",""coordinates"":[66.99,24.81]}"
20190106T074850_20190106T083507_7,2019-01-06,24.92,67.05,Federal_B_Area,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20190106T092850_20190106T101532_0,2019-01-06,24.9056,67.0822,Gulshan-e-Iqbal,"{""type"":""Point"",""coordinates"":[67.0822,24.905600000000003]}"
20190106T092850_20190106T101532_1,2019-01-06,24.856,67.01,Saddar,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20190106T092850_20190106T101532_2,2019-01-06,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190106T092850_20190106T101532_3,2019-01-06,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20190106T092850_20190106T101532_4,2019-01-06,24.98,67.12,North_Nazimabad,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
20190106T092850_20190106T101532_5,2019-01-06,24.89,67.13,Gulistan_Jauhar,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
20190106T092850_20190106T101532_6,2019-01-06,24.81,66.99,Landhi,"{""type"":""Point"",""coordinates"":[66.99,24.81]}"
20190106T092850_20190106T101532_7,2019-01-06,24.92,67.05,Federal_B_Area,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20190106T093350_20190106T101713_0,2019-01-06,24.9056,67.0822,Gulshan-e-Iqbal,"{""type"":""Point"",""coordinates"":[67.0822,24.905600000000003]}"
20190106T093350_20190106T101713_1,2019-01-06,24.856,67.01,Saddar,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20190106T093350_20190106T101713_2,2019-01-06,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190106T093350_20190106T101713_3,2019-01-06,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20190106T093350_20190106T101713_4,2019-01-06,24.98,67.12,North_Nazimabad,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
