date,pm25,pm25_count,scope,source
2020-03-30,56.7158,8,citywide,MERRA-2_GEE
2020-03-31,60.6039,8,citywide,MERRA-2_GEE
2020-04-01,44.6102,8,citywide,MERRA-2_GEE
2020-04-02,45.4876,8,citywide,MERRA-2_GEE
2020-04-03,46.2971,8,citywide,MERRA-2_GEE
2020-04-04,39.2315,8,citywide,MERRA-2_GEE
2020-04-05,52.8912,8,citywide,MERRA-2_GEE
2020-04-06,58.2185,8,citywide,MERRA-2_GEE
2020-04-07,57.4833,8,citywide,MERRA-2_GEE
2020-04-08,54.3328,8,citywide,MERRA-2_GEE
2020-04-09,38.1256,8,citywide,MERRA-2_GEE
2020-04-10,51.8558,8,citywide,MERRA-2_GEE
2020-04-11,51.4789,8,citywide,MERRA-2_GEE
2020-04-12,36.8592,8,citywide,MERRA-2_GEE
2020-04-13,42.6325,8,citywide,MERRA-2_GEE
2020-04-14,58.7262,8,citywide,MERRA-2_GEE
2020-04-15,73.1227,8,citywide,MERRA-2_GEE
2020-04-16,61.5348,8,citywide,MERRA-2_GEE
2020-04-17,46.631,8,citywide,MERRA-2_GEE
2020-04-18,45.0077,8,citywide,MERRA-2_GEE
2020-04-19,52.7093,8,citywide,MERRA-2_GEE
2020-04-20,47.624,8,citywide,MERRA-2_GEE
2020-04-21,41.3593,8,citywide,MERRA-2_GEE
2020-04-22,59.005,8,citywide,MERRA-2_GEE
2020-04-23,58.5673,8,citywide,MERRA-2_GEE
2020-04-24,86.3413,8,citywide,MERRA-2_GEE
2020-04-25,75.2369,8,citywide,MERRA-2_GEE
