system:index,date,lat,lon,station,.geo
20190111T075850_20190111T084350_2,2019-01-11,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190111T075850_20190111T084350_3,2019-01-11,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20190111T075850_20190111T084350_4,2019-01-11,24.98,67.12,North_Nazimabad,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
20190111T075850_20190111T084350_5,2019-01-11,24.89,67.13,Gulistan_Jauhar,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
20190111T075850_20190111T084350_6,2019-01-11,24.81,66.99,Landhi,"{""type"":""Point"",""coordinates"":[66.99,24.81]}"
20190111T075850_20190111T084350_7,2019-01-11,24.92,67.05,Federal_B_Area,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20190111T093850_20190111T102415_0,2019-01-11,24.9056,67.0822,Gulshan-e-Iqbal,"{""type"":""Point"",""coordinates"":[67.0822,24.905600000000003]}"
20190111T093850_20190111T102415_1,2019-01-11,24.856,67.01,Saddar,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20190111T093850_20190111T102415_2,2019-01-11,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190111T093850_20190111T102415_3,2019-01-11,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20190111T093850_20190111T102415_4,2019-01-11,24.98,67.12,North_Nazimabad,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
20190111T093850_20190111T102415_5,2019-01-11,24.89,67.13,Gulistan_Jauhar,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
20190111T093850_20190111T102415_6,2019-01-11,24.81,66.99,Landhi,"{""type"":""Point"",""coordinates"":[66.99,24.81]}"
20190111T093850_20190111T102415_7,2019-01-11,24.92,67.05,Federal_B_Area,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20190112T074003_20190112T082943_0,2019-01-12,24.9056,67.0822,Gulshan-e-Iqbal,"{""type"":""Point"",""coordinates"":[67.0822,24.905600000000003]}"
20190112T074003_20190112T082943_1,2019-01-12,24.856,67.01,Saddar,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20190112T074003_20190112T082943_2,2019-01-12,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190112T074003_20190112T082943_3,2019-01-12,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20190112T074003_20190112T082943_4,2019-01-12,24.98,67.12,North_Nazimabad,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
20190112T074003_20190112T082943_5,2019-01-12,24.89,67.13,Gulistan_Jauhar,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
20190112T074003_20190112T082943_6,2019-01-12,24.81,66.99,Landhi,"{""type"":""Point"",""coordinates"":[66.99,24.81]}"
20190112T074003_20190112T082943_7,2019-01-12,24.92,67.05,Federal_B_Area,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20190112T092003_20190112T100527_0,2019-01-12,24.9056,67.0822,Gulshan-e-Iqbal,"{""type"":""Point"",""coordinates"":[67.0822,24.905600000000003]}"
20190112T092003_20190112T100527_1,2019-01-12,24.856,67.01,Saddar,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20190112T092003_20190112T100527_2,2019-01-12,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190112T092003_20190112T100527_3,2019-01-12,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
20190112T092003_20190112T100527_4,2019-01-12,24.98,67.12,North_Nazimabad,"{""type"":""Point"",""coordinates"":[67.12,24.98]}"
20190112T092003_20190112T100527_5,2019-01-12,24.89,67.13,Gulistan_Jauhar,"{""type"":""Point"",""coordinates"":[67.13,24.89]}"
20190112T092003_20190112T100527_6,2019-01-12,24.81,66.99,Landhi,"{""type"":""Point"",""coordinates"":[66.99,24.81]}"
20190112T092003_20190112T100527_7,2019-01-12,24.92,67.05,Federal_B_Area,"{""type"":""Point"",""coordinates"":[67.05,24.92]}"
20190113T090003_20190113T094817_0,2019-01-13,24.9056,67.0822,Gulshan-e-Iqbal,"{""type"":""Point"",""coordinates"":[67.0822,24.905600000000003]}"
20190113T090003_20190113T094817_1,2019-01-13,24.856,67.01,Saddar,"{""type"":""Point"",""coordinates"":[67.01,24.856]}"
20190113T090003_20190113T094817_2,2019-01-13,24.94,66.98,SITE_Industrial,"{""type"":""Point"",""coordinates"":[66.98,24.94]}"
20190113T090003_20190113T094817_3,2019-01-13,24.82,67.03,Korangi_Industrial,"{""type"":""Point"",""coordinates"":[67.03,24.820000000000004]}"
